,2022.3.9,,,
115.15,149.055,149.041,149.056,149.039
115.20,149.055,149.041,149.055,149.039
115.25,149.055,149.041,149.055,149.039
115.30,149.055,149.040,149.054,149.038
115.35,149.055,149.040,149.053,149.038
115.40,149.054,149.040,149.053,149.038
115.45,149.054,149.040,149.053,149.039
115.50,149.054,149.040,149.052,149.038
115.55,149.054,149.040,149.052,149.039
115.60,149.054,149.040,149.051,149.038
115.65,149.054,149.039,149.052,149.038
115.70,149.054,149.040,149.051,149.038
115.75,149.054,149.040,149.052,149.037
115.80,149.053,149.040,149.050,149.037
115.85,149.054,149.040,149.049,149.036
115.90,149.053,149.040,149.048,149.036
115.95,149.053,149.039,149.047,149.036
116.00,149.052,149.039,149.045,149.036
116.05,149.052,149.040,149.045,149.035
116.10,149.052,149.040,149.046,149.035
116.15,149.050,149.040,149.045,149.034
116.20,149.051,149.039,149.044,149.035
116.25,149.050,149.040,149.045,149.035
116.30,149.050,149.039,149.045,149.035
116.35,149.050,149.039,149.044,149.034
116.40,149.050,149.039,149.044,149.034
116.45,149.050,149.037,149.044,149.035
116.50,149.050,149.036,149.045,149.035
116.55,149.050,149.037,149.045,149.035
116.60,149.049,149.036,149.045,149.034
116.65,149.048,149.037,149.046,149.034
116.70,149.048,149.037,149.045,149.034
116.75,149.048,149.038,149.045,149.034
116.80,149.048,149.038,149.044,149.034
116.85,149.047,149.038,149.044,149.034
116.90,149.047,149.039,149.043,149.034
116.95,149.047,149.039,149.044,149.035
117.00,149.046,149.038,149.045,149.035
117.05,149.046,149.038,149.045,149.036
117.10,149.045,149.039,149.046,149.037
117.15,149.045,149.038,149.046,149.037
117.20,149.045,149.038,149.047,149.038
117.25,149.046,149.039,149.047,149.038
117.30,149.047,149.039,149.048,149.037
117.35,149.047,149.039,149.049,149.037
117.40,149.048,149.039,149.048,149.037
117.45,149.049,149.039,149.048,149.037
117.50,149.048,149.039,149.049,149.036
117.55,149.048,149.040,149.049,149.036
117.60,149.048,149.039,149.049,149.036
117.65,149.047,149.039,149.051,149.036
117.70,149.047,149.039,149.051,149.035
117.75,149.047,149.040,149.051,149.036
117.80,149.048,149.039,149.052,149.036
117.85,149.048,149.039,149.051,149.037
117.90,149.049,149.039,149.051,149.038
117.95,149.050,149.039,149.050,149.038
118.00,149.051,149.038,149.050,149.039
118.05,149.051,149.038,149.049,149.040
118.10,149.052,149.039,149.050,149.040
118.15,149.052,149.039,149.050,149.040
118.20,149.052,149.039,149.051,149.040
118.25,149.052,149.040,149.052,149.040
118.30,149.053,149.040,149.053,149.040
118.35,149.053,149.040,149.054,149.040
118.40,149.053,149.040,149.054,149.040
118.45,149.053,149.040,149.055,149.040
118.50,149.053,149.040,149.055,149.040
118.55,149.053,149.040,149.055,149.040
118.60,149.052,149.039,149.056,149.040
118.65,149.052,149.040,149.056,149.039
118.70,149.052,149.040,149.056,149.039
118.75,149.053,149.040,149.056,149.039
118.80,149.053,149.041,149.057,149.039
118.85,149.054,149.042,149.056,149.039
118.90,149.054,149.042,149.055,149.038
118.95,149.054,149.043,149.055,149.038
119.00,149.053,149.043,149.055,149.038
119.05,149.053,149.042,149.055,149.038
119.10,149.052,149.040,149.056,149.039
119.15,149.051,149.041,149.055,149.038
119.20,149.050,149.041,149.054,149.039
119.25,149.050,149.039,149.054,149.039
119.30,149.049,149.039,149.054,149.039
119.35,149.049,149.040,149.053,149.039
119.40,149.049,149.040,149.054,149.039
119.45,149.049,149.040,149.054,149.040
119.50,149.049,149.040,149.053,149.039
119.55,149.049,149.040,149.053,149.040
119.60,149.050,149.040,149.053,149.040
119.65,149.049,149.041,149.052,149.039
119.70,149.050,149.041,149.050,149.038
119.75,149.051,149.041,149.050,149.039
119.80,149.052,149.042,149.049,149.038
119.85,149.052,149.041,149.049,149.038
119.90,149.052,149.041,149.049,149.038
119.95,149.052,149.041,149.049,149.037
120.00,149.052,149.042,149.049,149.037
120.05,149.053,149.040,149.048,149.037
120.10,149.052,149.040,149.048,149.037
120.15,149.052,149.039,149.049,149.037
120.20,149.052,149.039,149.049,149.037
120.25,149.052,149.039,149.051,149.037
120.30,149.052,149.040,149.051,149.037
120.35,149.052,149.040,149.052,149.036
120.40,149.052,149.040,149.053,149.036
120.45,149.052,149.040,149.054,149.036
120.50,149.051,149.040,149.054,149.036
120.55,149.051,149.040,149.053,149.036
120.60,149.051,149.040,149.053,149.036
120.65,149.051,149.039,149.053,149.037
120.70,149.051,149.039,149.052,149.037
120.75,149.050,149.039,149.052,149.036
120.80,149.050,149.038,149.053,149.036
120.85,149.050,149.038,149.054,149.035
120.90,149.050,149.040,149.054,149.035
120.95,149.049,149.040,149.054,149.035
121.00,149.050,149.041,149.053,149.036
121.05,149.050,149.040,149.053,149.035
121.10,149.049,149.041,149.053,149.036
121.15,149.050,149.040,149.052,149.035
121.20,149.049,149.038,149.052,149.035
121.25,149.049,149.038,149.052,149.034
121.30,149.049,149.036,149.052,149.034
121.35,149.049,149.036,149.052,149.034
121.40,149.049,149.036,149.052,149.035
121.45,149.048,149.036,149.052,149.035
121.50,149.047,149.036,149.050,149.035
121.55,149.047,149.036,149.049,149.036
121.60,149.046,149.037,149.048,149.036
121.65,149.046,149.037,149.047,149.036
121.70,149.046,149.037,149.046,149.035
121.75,149.046,149.037,149.046,149.034
121.80,149.047,149.037,149.047,149.035
121.85,149.047,149.036,149.048,149.035
121.90,149.046,149.036,149.049,149.035
121.95,149.046,149.036,149.051,149.035
122.00,149.046,149.036,149.052,149.035
122.05,149.046,149.036,149.052,149.036
122.10,149.046,149.036,149.052,149.036
122.15,149.045,149.035,149.053,149.036
122.20,149.045,149.035,149.053,149.036
122.25,149.045,149.035,149.052,149.036
122.30,149.045,149.036,149.052,149.036
122.35,149.045,149.037,149.052,149.035
122.40,149.046,149.037,149.052,149.036
122.45,149.046,149.038,149.052,149.036
122.50,149.046,149.038,149.052,149.036
122.55,149.046,149.038,149.053,149.036
122.60,149.047,149.039,149.053,149.036
122.65,149.046,149.038,149.053,149.036
122.70,149.047,149.039,149.054,149.035
122.75,149.048,149.038,149.054,149.035
122.80,149.048,149.039,149.055,149.036
122.85,149.048,149.039,149.055,149.036
122.90,149.048,149.040,149.055,149.036
122.95,149.048,149.042,149.055,149.035
123.00,149.047,149.042,149.055,149.035
123.05,149.047,149.044,149.055,149.035
123.10,149.046,149.044,149.055,149.035
123.15,149.046,149.045,149.056,149.035
123.20,149.045,149.046,149.055,149.035
123.25,149.046,149.046,149.056,149.035
123.30,149.045,149.045,149.055,149.034
123.35,149.045,149.045,149.054,149.035
123.40,149.045,149.045,149.054,149.034
123.45,149.045,149.045,149.054,149.034
123.50,149.045,149.045,149.054,149.034
123.55,149.045,149.044,149.055,149.034
123.60,149.044,149.046,149.054,149.034
123.65,149.045,149.045,149.054,149.034
123.70,149.044,149.045,149.052,149.033
123.75,149.044,149.045,149.051,149.032
123.80,149.045,149.045,149.051,149.033
123.85,149.045,149.046,149.051,149.032
123.90,149.045,149.046,149.052,149.033
123.95,149.046,149.045,149.052,149.032
124.00,149.046,149.045,149.052,149.033
124.05,149.046,149.046,149.052,149.033
124.10,149.046,149.046,149.053,149.033
124.15,149.046,149.046,149.053,149.033
124.20,149.047,149.047,149.052,149.033
124.25,149.048,149.048,149.051,149.033
124.30,149.049,149.048,149.051,149.034
124.35,149.049,149.048,149.050,149.034
124.40,149.049,149.047,149.050,149.034
124.45,149.049,149.047,149.050,149.034
124.50,149.048,149.047,149.050,149.034
124.55,149.049,149.047,149.049,149.034
124.60,149.048,149.046,149.050,149.035
124.65,149.049,149.047,149.049,149.037
124.70,149.048,149.048,149.048,149.037
124.75,149.049,149.048,149.048,149.038
124.80,149.048,149.048,149.047,149.037
124.85,149.048,149.048,149.046,149.037
124.90,149.047,149.047,149.047,149.035
124.95,149.047,149.048,149.048,149.034
125.00,149.047,149.047,149.050,149.033
125.05,149.047,149.047,149.052,149.032
125.10,149.048,149.048,149.054,149.033
125.15,149.048,149.047,149.057,149.033
125.20,149.049,149.048,149.058,149.033
125.25,149.049,149.048,149.058,149.034
125.30,149.049,149.049,149.057,149.035
125.35,149.048,149.048,149.054,149.036
125.40,149.047,149.049,149.053,149.036
125.45,149.047,149.049,149.051,149.037
125.50,149.045,149.048,149.049,149.037
125.55,149.044,149.048,149.049,149.037
125.60,149.044,149.048,149.050,149.036
125.65,149.043,149.047,149.051,149.035
125.70,149.043,149.047,149.051,149.035
125.75,149.043,149.047,149.052,149.035
125.80,149.043,149.047,149.051,149.034
125.85,149.043,149.046,149.050,149.034
125.90,149.044,149.046,149.050,149.035
125.95,149.044,149.046,149.050,149.035
126.00,149.044,149.046,149.050,149.035
126.05,149.045,149.046,149.051,149.036
126.10,149.046,149.046,149.053,149.036
126.15,149.046,149.047,149.053,149.036
126.20,149.046,149.046,149.053,149.037
126.25,149.046,149.048,149.052,149.037
126.30,149.046,149.047,149.052,149.037
126.35,149.045,149.047,149.051,149.037
126.40,149.046,149.048,149.051,149.037
126.45,149.047,149.048,149.051,149.037
126.50,149.047,149.047,149.051,149.037
126.55,149.047,149.047,149.052,149.037
126.60,149.048,149.047,149.053,149.036
126.65,149.049,149.047,149.054,149.036
126.70,149.049,149.046,149.054,149.036
126.75,149.049,149.046,149.054,149.036
126.80,149.050,149.046,149.054,149.036
126.85,149.050,149.046,149.052,149.036
126.90,149.050,149.045,149.051,149.036
126.95,149.050,149.045,149.050,149.035
127.00,149.050,149.045,149.049,149.034
127.05,149.050,149.044,149.049,149.033
127.10,149.051,149.043,149.048,149.031
127.15,149.050,149.043,149.049,149.031
127.20,149.051,149.044,149.050,149.031
127.25,149.050,149.045,149.050,149.030
127.30,149.051,149.046,149.050,149.029
127.35,149.051,149.047,149.050,149.029
127.40,149.051,149.047,149.050,149.028
127.45,149.051,149.047,149.051,149.028
127.50,149.051,149.047,149.052,149.028
127.55,149.051,149.046,149.052,149.028
127.60,149.051,149.046,149.053,149.029
127.65,149.051,149.046,149.052,149.028
127.70,149.051,149.046,149.053,149.028
127.75,149.051,149.045,149.053,149.028
127.80,149.051,149.044,149.053,149.029
127.85,149.051,149.044,149.053,149.029
127.90,149.052,149.043,149.053,149.029
127.95,149.052,149.043,149.054,149.030
128.00,149.052,149.044,149.054,149.032
128.05,149.052,149.043,149.054,149.033
128.10,149.052,149.044,149.053,149.034
128.15,149.052,149.044,149.052,149.035
128.20,149.052,149.044,149.051,149.037
128.25,149.052,149.044,149.051,149.037
128.30,149.052,149.043,149.050,149.036
128.35,149.053,149.043,149.051,149.035
128.40,149.053,149.043,149.051,149.035
128.45,149.054,149.043,149.053,149.034
128.50,149.054,149.043,149.053,149.033
128.55,149.054,149.043,149.054,149.033
128.60,149.054,149.043,149.055,149.031
128.65,149.054,149.042,149.055,149.031
128.70,149.054,149.042,149.055,149.034
128.75,149.054,149.041,149.055,149.033
128.80,149.055,149.040,149.055,149.033
128.85,149.055,149.038,149.054,149.034
128.90,149.054,149.037,149.052,149.034
128.95,149.054,149.038,149.050,149.035
129.00,149.054,149.039,149.049,149.034
129.05,149.053,149.039,149.046,149.035
129.10,149.052,149.039,149.044,149.035
129.15,149.053,149.039,149.044,149.033
129.20,149.053,149.040,149.045,149.033
129.25,149.053,149.039,149.047,149.033
129.30,149.052,149.038,149.048,149.032
129.35,149.052,149.039,149.052,149.032
129.40,149.052,149.039,149.053,149.031
129.45,149.052,149.038,149.054,149.031
129.50,149.052,149.038,149.053,149.031
129.55,149.052,149.039,149.052,149.031
129.60,149.052,149.038,149.049,149.031
129.65,149.053,149.037,149.047,149.031
129.70,149.052,149.037,149.046,149.030
129.75,149.052,149.037,149.045,149.030
129.80,149.053,149.037,149.045,149.030
129.85,149.053,149.038,149.045,149.030
129.90,149.052,149.038,149.047,149.031
129.95,149.053,149.039,149.047,149.032
130.00,149.053,149.040,149.048,149.033
130.05,149.053,149.039,149.049,149.034
130.10,149.053,149.040,149.049,149.034
130.15,149.052,149.039,149.049,149.034
130.20,149.052,149.040,149.049,149.034
130.25,149.052,149.038,149.049,149.034
130.30,149.053,149.038,149.050,149.034
130.35,149.052,149.039,149.049,149.033
130.40,149.053,149.039,149.050,149.033
130.45,149.053,149.041,149.050,149.034
130.50,149.053,149.040,149.049,149.034
130.55,149.054,149.040,149.049,149.034
130.60,149.053,149.040,149.048,149.034
130.65,149.053,149.039,149.048,149.034
130.70,149.052,149.037,149.047,149.033
130.75,149.052,149.037,149.047,149.034
130.80,149.053,149.037,149.048,149.033
130.85,149.053,149.036,149.048,149.034
130.90,149.052,149.036,149.049,149.033
130.95,149.052,149.036,149.049,149.033
131.00,149.052,149.035,149.049,149.033
131.05,149.052,149.035,149.050,149.032
131.10,149.052,149.036,149.049,149.032
131.15,149.052,149.036,149.050,149.031
131.20,149.051,149.036,149.050,149.031
131.25,149.052,149.036,149.050,149.031
131.30,149.051,149.034,149.051,149.031
131.35,149.051,149.035,149.051,149.031
131.40,149.050,149.035,149.052,149.032
131.45,149.049,149.033,149.053,149.032
131.50,149.049,149.033,149.051,149.032
131.55,149.050,149.033,149.053,149.033
131.60,149.050,149.033,149.053,149.032
131.65,149.050,149.033,149.052,149.033
131.70,149.050,149.034,149.052,149.033
131.75,149.050,149.035,149.052,149.033
131.80,149.050,149.035,149.051,149.033
131.85,149.050,149.035,149.051,149.032
131.90,149.050,149.035,149.051,149.033
131.95,149.049,149.035,149.052,149.033
132.00,149.049,149.036,149.053,149.033
132.05,149.049,149.036,149.054,149.033
132.10,149.049,149.037,149.054,149.033
132.15,149.049,149.037,149.055,149.033
132.20,149.049,149.037,149.056,149.033
132.25,149.049,149.037,149.055,149.034
132.30,149.050,149.037,149.054,149.033
132.35,149.049,149.038,149.054,149.034
132.40,149.050,149.037,149.054,149.034
132.45,149.050,149.038,149.054,149.034
132.50,149.050,149.039,149.054,149.035
132.55,149.050,149.038,149.054,149.035
132.60,149.050,149.039,149.053,149.035
132.65,149.051,149.039,149.053,149.035
132.70,149.050,149.039,149.052,149.035
132.75,149.050,149.039,149.052,149.035
132.80,149.050,149.039,149.052,149.035
132.85,149.051,149.039,149.051,149.035
132.90,149.051,149.039,149.052,149.035
132.95,149.051,149.039,149.053,149.036
133.00,149.050,149.040,149.053,149.036
133.05,149.050,149.040,149.053,149.036
133.10,149.050,149.040,149.053,149.036
133.15,149.050,149.040,149.052,149.036
133.20,149.050,149.039,149.052,149.036
133.25,149.050,149.040,149.051,149.036
133.30,149.050,149.040,149.050,149.036
133.35,149.050,149.041,149.050,149.036
133.40,149.051,149.042,149.050,149.035
133.45,149.051,149.042,149.049,149.035
133.50,149.051,149.042,149.048,149.036
133.55,149.052,149.043,149.048,149.035
133.60,149.053,149.042,149.047,149.035
133.65,149.053,149.043,149.048,149.035
133.70,149.053,149.043,149.047,149.035
133.75,149.052,149.042,149.049,149.035
133.80,149.053,149.042,149.048,149.035
133.85,149.053,149.042,149.050,149.035
133.90,149.054,149.041,149.050,149.035
133.95,149.054,149.041,149.050,149.035
134.00,149.053,149.042,149.050,149.035
134.05,149.053,149.043,149.049,149.035
134.10,149.052,149.043,149.048,149.035
134.15,149.051,149.042,149.048,149.035
134.20,149.049,149.043,149.048,149.035
134.25,149.049,149.044,149.047,149.035
134.30,149.048,149.044,149.048,149.035
134.35,149.048,149.044,149.048,149.035
134.40,149.050,149.045,149.049,149.034
134.45,149.050,149.044,149.048,149.033
134.50,149.051,149.045,149.049,149.033
134.55,149.051,149.045,149.050,149.033
134.60,149.052,149.045,149.050,149.032
134.65,149.051,149.045,149.050,149.032
134.70,149.051,149.046,149.050,149.033
134.75,149.050,149.045,149.051,149.033
134.80,149.050,149.046,149.051,149.034
134.85,149.049,149.046,149.051,149.035
134.90,149.050,149.047,149.051,149.036
134.95,149.050,149.047,149.052,149.036
135.00,149.051,149.046,149.051,149.035
135.05,149.051,149.046,149.049,149.035
135.10,149.051,149.046,149.049,149.035
135.15,149.052,149.045,149.049,149.035
135.20,149.051,149.044,149.049,149.034
135.25,149.050,149.044,149.050,149.033
135.30,149.051,149.044,149.050,149.031
135.35,149.051,149.044,149.051,149.030
135.40,149.051,149.044,149.053,149.029
135.45,149.050,149.044,149.052,149.029
135.50,149.050,149.045,149.052,149.029
135.55,149.051,149.045,149.051,149.030
135.60,149.051,149.046,149.049,149.031
135.65,149.052,149.047,149.049,149.033
135.70,149.051,149.047,149.048,149.033
135.75,149.052,149.046,149.048,149.034
135.80,149.052,149.045,149.048,149.034
135.85,149.051,149.045,149.049,149.034
135.90,149.051,149.045,149.049,149.034
135.95,149.051,149.044,149.048,149.035
136.00,149.051,149.043,149.049,149.036
136.05,149.050,149.043,149.050,149.036
136.10,149.051,149.044,149.049,149.036
136.15,149.051,149.044,149.048,149.036
136.20,149.050,149.043,149.048,149.036
136.25,149.050,149.044,149.049,149.036
136.30,149.050,149.044,149.049,149.036
136.35,149.049,149.043,149.049,149.035
136.40,149.049,149.044,149.050,149.035
136.45,149.049,149.044,149.051,149.036
136.50,149.049,149.044,149.051,149.036
136.55,149.050,149.043,149.053,149.036
136.60,149.048,149.044,149.052,149.037
136.65,149.050,149.044,149.052,149.036
136.70,149.050,149.042,149.051,149.035
136.75,149.049,149.041,149.050,149.035
136.80,149.050,149.042,149.048,149.035
136.85,149.050,149.042,149.048,149.035
136.90,149.051,149.042,149.047,149.035
136.95,149.051,149.042,149.045,149.035
137.00,149.051,149.042,149.044,149.034
137.05,149.050,149.042,149.043,149.033
137.10,149.050,149.042,149.043,149.034
137.15,149.049,149.041,149.042,149.034
137.20,149.049,149.042,149.042,149.034
137.25,149.049,149.042,149.042,149.035
137.30,149.048,149.042,149.042,149.035
137.35,149.049,149.042,149.042,149.034
137.40,149.049,149.042,149.042,149.034
137.45,149.049,149.040,149.042,149.032
137.50,149.049,149.040,149.041,149.033
137.55,149.049,149.040,149.041,149.032
137.60,149.049,149.041,149.040,149.032
137.65,149.049,149.040,149.040,149.032
137.70,149.049,149.040,149.040,149.033
137.75,149.049,149.040,149.039,149.033
137.80,149.048,149.040,149.039,149.034
137.85,149.048,149.039,149.039,149.035
137.90,149.048,149.039,149.039,149.036
137.95,149.048,149.039,149.039,149.034
138.00,149.048,149.039,149.041,149.033
138.05,149.047,149.038,149.043,149.032
138.10,149.047,149.038,149.044,149.030
138.15,149.047,149.037,149.045,149.031
138.20,149.047,149.038,149.046,149.030
138.25,149.046,149.037,149.047,149.029
138.30,149.046,149.039,149.046,149.031
138.35,149.046,149.040,149.045,149.033
